district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
gamgaanagar,A005_A005224,224 1/2dee em,1DAM,1dam,dee em
savaaeemaadhoopur,A091_A091221,221Walla Har,Jakholas Kalan,jakholas kalan,walla har
jayapur,A040_A040131,131thaalavaa,thaalavaa,thaalavaa,thaalavaa
suajhhunoo,A030_A030174,174udayapuravaatee,०udayapuravaatee,udayapuravaatee,udayapuravaatee
joodhapur,A122_A122103,103roohinaa,roohinaa,roohinaa,roohinaa
dhoulapur,A078_A078211,211pamchaayath samithi baadee,baadee,baadee,pamchaayath samithi baadee
joodhapur,A124_A124028,28kanoodiyaa puroohithaan,०kanoodiyaa puroohithaan,kanoodiyaa puroohithaan,kanoodiyaa puroohithaan
jaalour,A143_A143177,177daasapaa,Daspan,daspan,daasapaa
gamgaanagar,A003_A003185,185 19at st,19beebee,beebee,at st
paalee,A117_A117202,mathadaan kendr kaa bhavan evam pathaa  :,mooharaa kalaam,mooharaa kalaam,NA
toumk,A095_A095215,215daththavaas-2,dathavaas,dathavaas,daththavaas
gamgaanagar,A004_A004114,114soorathagadh,soorathagadh഼,soorathagadh,soorathagadh
raajasamand,A174_A174137,137taadaavaadaa gujaraan,taadaavaadaa gujaraan,taadaavaadaa gujaraan,taadaavaadaa gujaraan
joodhapur,A130_A130171,171sathalaanaa,sathalaanaa,sathalaanaa,sathalaanaa
bharathapur,A072_A072161,161kisanapuraa,kisanapuraa,kisanapuraa,kisanapuraa
chiththoudagadh,A168_A168270,270raavathabhaataa,०raavathabhaataa,raavathabhaataa,raavathabhaataa
seekar,A038_A038156,mathadaan kendr kaa bhavan evam pathaa  :,०neem kaa thaanaa graameen,neem kaa thaanaa graameen,NA
joodhapur,A122_A122012,12baavad഼ee baraseemgaa,baavadee baraseemgaa,baavadee baraseemgaa,baavadee baraseemgaa
kootaa,A192_A192061,61khed഼aarooddhaa,khedaaruddhaa,khedaaruddhaa,khedaarooddhaa
booadee,A186_A186131,131kevadiyaa,०kamvariyaa,kamvariyaa,kevadiyaa
alavar,A059_A059184,184thijaaraa,thijaaraa,thijaaraa,thijaaraa
hi suajhhun,A031_A031207,207sepharaaguvaar,०sepharaagu൦avaar,sepharaaguavaar,sepharaaguvaar
qe,A019_A019102,102raajagadh,raajagadh഼,raajagadh,raajagadh
jayapur,A044_A044196,196naraayanaa,gaamv  ०naraayanaa,gaamv naraayanaa,naraayanaa
baadamer,A136_A136170,170doogeeyaaloom kee dhaanee,०doogiyaaloom kee dhaanee,doogiyaaloom kee dhaanee,doogeeyaaloom dhaanee
jayapur,A045_A045011,11jadaavathaa,jadaavathaa,jadaavathaa,jadaavathaa
jayapur,A044_A044195,195naraayanaa,gaamv  ०naraayanaa,gaamv naraayanaa,naraayanaa
seekar,A039_A039097,97deraavaalee,deraavaalee,deraavaalee,deraavaalee
jaalour,A141_A141157,157bithoodaa,Bithura,bithura,bithoodaa
gamgaanagar,A006_A006166,166 2jeeem-bee,2jeeem-bee,jeeembee,jeeembee
hi bharathapur,A075_A075034,mathadaan kendr kaa bhavan evam pathaa  :,khedalee gadaasiyaa,khedalee gadaasiyaa,NA
hi suajhhun,A031_A031208,208sepharaaguvaar,०sepharaagu൦avaar,sepharaaguavaar,sepharaaguvaar
naagour,A113_A113080,80daabadiyaa,daabadiyaa,daabadiyaa,daabadiyaa
dhoulapur,A080_A080148,148raajaa khedaa,raajaakhoodaa,raajaakhoodaa,raajaa khedaa
karoulee,A081_A081208,208chiraavamdaa,chiraavadaa,chiraavadaa,chiraavamdaa
bharathapur,A071_A071165,165toodaa,Toda,toda,toodaa
gamgaanagar,A006_A006014,14raamasimhapur,० 59jeebee,jeebee,raamasimhapur
hanumaanagadh,A007_A007014,mathadaan kendr kaa bhavan evam pathaa  :,6beejeepee-e (dhaarbaa,beejeepeee dhaarbaa,NA
gamgaanagar,A006_A006091,"91 11pee, patharood഼aa",11pee,11pee,pee patharoodaa
siroohee,A146_A146064,64sivagamj-6,sivagamj,sivagamj,sivagamj
hanumaanagadh,A007_A007181,181 5jee jee aar,० 5jeejeeaar,jeejeeaar,jee jee aar
hi bharathapur,A071_A071150,150chiraaval maalee,Chirawal Mali,chirawal mali,chiraaval maalee
udayapur,A151_A151079,79suveree,suveree,suveree,suveree
paalee,A117_A117082,82Alta,soojath sitee,soojath sitee,alta
bheelavaadaa,A181_A181165,165mundethee,mundethee,mundethee,mundethee
seekar,A039_A039111,111n.paa sreemaadhoopur,n.paa sreemaadhoopur,npaa sreemaadhoopur,npaa sreemaadhoopur
toumk,A094_A094211,211samvaariyaa,०saamvariyaa,saamvariyaa,samvaariyaa
ajamer,A100_A100027,27kootadaa,ajamer (nagar nigam,ajamer nagar nigam,kootadaa
jaalour,A144_A144066,66sesaavaa,Sesawa,sesawa,sesaavaa
ajamer,A104_A104209,209banedi൦ayaa,०banediyaa,banediyaa,banediayaa
seekar,A034_A034252,"samskrith vidhaalay, baanood഼aa (paschimee bhaag",baanoodaa,baanoodaa,samskrith vidhaalay baanoodaa
h toumk,A097_A097111,111doonee,at,NA,doonee
hi suajhhun,A025_A025018,18jakhood഼aa,jakhood഼aa,jakhoodaa,jakhoodaa
suajhhunoo,A029_A029221,221chainagadh,chenagadh,chenagadh,chainagadh
kootaa,A191_A191029,29dasalaanaa,Ward No.40,ward no,dasalaanaa
gamgaanagar,A006_A006240,240raavalaa mandee,bee,bee,raavalaa mandee
baadamer,A137_A137083,83baalootharaa,baalootharaa,baalootharaa,baalootharaa
jayapur,A045_A045137,137ananthapuraa,ananthapuraa,ananthapuraa,ananthapuraa
naagour,A106_A106150,150gunapaaliyaa,०gunapaaliyaa,gunapaaliyaa,gunapaaliyaa
baadamer,A138_A138202,202phoolan,०phoolan,phoolan,phoolan
dousaa,A087_A087214,214gaamvadee,gaavamdee,gaavamdee,gaamvadee
suajhhunoo,A029_A029196,196goothad഼aa,goothadaa,goothadaa,goothadaa
hi suajhhun,A028_A028023,23jaalimapuraa,jaalimapuraa,jaalimapuraa,jaalimapuraa
joodhapur,A122_A122099,99dhaadharavaalaa,dhaadharavaalaa,dhaadharavaalaa,dhaadharavaalaa
h karoulee,A081_A081243,243kaimaree,kaimaree,kaimaree,kaimaree
suajhhunoo,A026_A026192,192laalaamaandee,laalaamaandee,laalaamaandee,laalaamaandee
naagour,A113_A113024,24moodee chaaranaa,moodee chaaranaa,moodee chaaranaa,moodee chaaranaa
naagour,A108_A108169,169adsimgaa,ad഼asimgaa,adasimgaa,adsimgaa
naagour,A115_A115118,mathadaan kendr kaa bhavan evam pathaa  :,kuchaaman sitee,kuchaaman sitee,NA
gamgaanagar,A003_A003031,31 20ech e kootalee,20ech,20ech,ech kootalee
savaaeemaadhoopur,A090_A090079,79udeee kalaa,udeikalaam,udeikalaam,udeee kalaa
raajasamand,A173_A173023,23bharathavaa,bharathavaa,bharathavaa,bharathavaa
seekar,A038_A038245,mathadaan kendr kaa bhavan evam pathaa  :,preethamapuree,preethamapuree,NA
alavar,A068_A068049,49UMTS,raajagadh഼,raajagadh,umts
siroohee,A146_A146071,mathadaan kendr kaa bhavan evam pathaa  :,sivagamj,sivagamj,NA
bheelavaadaa,A180_A180029,mathadaan kendr kaa bhavan evam pathaa  :,bheelavaad഼aa (n.p,bheelavaadaa np,NA
jaalour,A142_A142192,192pijoopuraa,Pijopura,pijopura,pijoopuraa
beekaaner,A014_A014092,92beekaaner,beekaaner,beekaaner,beekaaner
h seekar,A038_A038116,116mandh഼oolee,mandh഼oolee,mandhoolee,mandhoolee
hi suajhhun,A027_A027180,180khaajapur nayaa,०khaajapur nayaa,khaajapur nayaa,khaajapur nayaa
seekar,A037_A037102,102baalavaad,baalavaad,baalavaad,baalavaad
gamgaanagar,A004_A004065,65 3esaedee൦ (masaaneevaalaa,3SAD,3sad,esaedee masaaneevaalaa
paalee,A120_A120139,139sreeselaa,sree selaa,sree selaa,sreeselaa
8karoulee,A084_A084118,118choud഼aa gaamv pratham,chood഼aagaaഁav,choodaagaaav,choudaa pratham
bheelavaadaa,A183_A183067,67badalaa(vyaasajee kaa,badalaa vyaas jee kaa,badalaa vyaas jee kaa,badalaavyaasajee
suajhhun,A028_A028254,254nooaaam,nooaaam,nooaaam,nooaaam
baadamer,A134_A134118,118bheebhad഼aa,bheebhadaa,bheebhadaa,bheebhadaa
hanumaanagadh,A009_A009230,230chaaeeyaam,chaaeeyaa,chaaeeyaa,chaaeeyaam
baadamer,A138_A138218,218loodaraadaa,loodaraadaa,loodaraadaa,loodaraadaa
8jayapur,A040_A040109,109SAAT Aa,०kaayamapuraa baas,kaayamapuraa baas,saat aa
suajhhunoo,A026_A026128,128dhoolavaa,dhoolavaa,dhoolavaa,dhoolavaa
naagour,A110_A110181,"181gooliyaasanee,",gooliyaasanee,gooliyaasanee,gooliyaasanee
h jaalour,A141_A141039,39noosaraa,Nosra,nosra,noosaraa
udayapur,A153_A153032,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
udayapur,A155_A155111,111kiyaakhedaa,kiyaakhedaa,kiyaakhedaa,kiyaakhedaa
baadamer,A136_A136171,171bood഼avaa,bood഼avaa,boodavaa,boodavaa
naagour,A111_A111063,63jaajadaavaas,jaajadaavaas,jaajadaavaas,jaajadaavaas
joodhapur,A122_A122240,240kheechan,kheechan,kheechan,kheechan
jaalour,A145_A145189,189Areata,Sawidar,sawidar,areata
gamgaanagar,A006_A006228,228 7deeoel-bee,7deeoel-bee,deeoelbee,deeoelbee
karoulee,A081_A081235,235khudaachainapur,khootaachainapuraa,khootaachainapuraa,khudaachainapur
jaalour,A144_A144072,72veeraavaa,Veerawa,veerawa,veeraavaa
baamsavaadaa,A163_A163274,274bhavarakadaa,bhavarakadaa,bhavarakadaa,bhavarakadaa
suajhhun,A030_A030047,mathadaan kendr kaa bhavan evam pathaa  :,gadhalaa kalaam,gadhalaa kalaam,NA
h seekar,A039_A039215,215jugaraajapuraa,jugaraajapuraa,jugaraajapuraa,jugaraajapuraa
jaalour,A144_A144060,60paadarad഼ee,Padaradi,padaradi,paadaradee
doomgarapur,A160_A160116,116saagavaadaa,saagavaad഼aa,saagavaadaa,saagavaadaa
h seekar,A039_A039255,255tateraa,tateraa,tateraa,tateraa
ajamer,A104_A104221,221arjunapuraa,arjunapuraa,arjunapuraa,arjunapuraa
seekar,A039_A039157,157rathanapuraa,rathanapuraa,rathanapuraa,rathanapuraa
doomgarapur,A160_A160237,237raathadeeyaa,Ratadiya,ratadiya,raathadeeyaa
ajamer,A104_A104239,239goovaliyaa,०goovaliyaa,goovaliyaa,goovaliyaa
suajhhunoo,A025_A025001,1raghuveerapuraa,raghuveerapuraa,raghuveerapuraa,raghuveerapuraa
savaaeemaadhoopur,A092_A092105,105WetTaar,jadaavathaa,jadaavathaa,wettaar
beekaaner,A013_A013011,"prasaad rood഼, (baamyaa bhaag),",beekaaner,beekaaner,prasaad rood baamyaa
h jaalour,A143_A143168,168naasoulee,Nasoli,nasoli,naasoulee
suajhhunoo,A030_A030102,102gudh഼aa good഼ajee,gudhaa goodajee,gudhaa goodajee,gudhaa goodajee
naagour,A106_A106191,191choolookhaam,chouloo khaam,chouloo khaam,choolookhaam
doomgarapur,A160_A160120,120saagavaad഼aa,saagavaad഼aa,saagavaadaa,saagavaadaa
prathaapagadh,A172_A172048,48daabadaa,daabadaa,daabadaa,daabadaa
naagour,A109_A109031,31kaalad഼ee,kaalad഼ee,kaaladee,kaaladee
ajamer,A100_A100156,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
alavar,A059_A059133,133naanagahedee,०naanagahedee,naanagahedee,naanagahedee
savaaeemaadhoopur,A090_A090069,69jeevalee,jeevalee,jeevalee,jeevalee
ajamer,A103_A103097,"97krishnaa kaamloonee, byaavar",byaavar,byaavar,krishnaa kaamloonee byaavar
udayapur,A149_A149197,197jhhaaloo kaa gudaa,jhhaaloo kaa gudaa,jhhaaloo kaa gudaa,jhhaaloo gudaa
gamgaanagar,A005_A005007,7 26UH UH,26,NA,26uh uh
qe,A023_A023188,188chhaapar,chhaapar,chhaapar,chhaapar
seekar,A039_A039222,222moodayaad഼ee,०moodayaadee,moodayaadee,moodayaadee
ajamer,A105_A105090,90araniyaam,araniyaa,araniyaa,araniyaam
suajhhunoo,A029_A029202,202jhhaajhhad഼,jhhaajhhad,jhhaajhhad,jhhaajhhad
beekaaner,A014_A014128,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
udayapur,A153_A153037,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
raajasamand,A174_A174202,202koodaakadaa,koodaakadaa,koodaakadaa,koodaakadaa
h karoulee,A081_A081113,113kamjoolee,kamjoolee,kamjoolee,kamjoolee
suajhhunoo,A028_A028025,25sivadayaalapuraa,sivadayaalapuraa,sivadayaalapuraa,sivadayaalapuraa
gamgaanagar,A003_A003202,202phakeeravaalee  (32aar bee,० 32aarabee,aarabee,phakeeravaalee aar bee
8baadamer,A139_A139317,317bheeloom kee dhaanee,hi Songaron Ki Dhani,hi songaron ki dhani,bheeloom dhaanee
h karoulee,A081_A081111,111lapaavalee,lapaavalee,lapaavalee,lapaavalee
naagour,A111_A111009,9gootan,gootan,gootan,gootan
bheelavaadaa,A182_A182116,116teethoodaa jaageer,०Teethoda (Jageer),teethoda jageer,teethoodaa jaageer
dousaa,A085_A085152,152Bravest kee dhaanee,basavaa,basavaa,bravest dhaanee
suajhhunoo,A029_A029061,61drindalood,drindalood,drindalood,drindalood
suajhhunoo,A025_A025036,36jhheralee,jhheralee,jhheralee,jhheralee
naagour,A107_A107167,167kud഼alee,kudalee,kudalee,kudalee
paalee,A116_A116296,296dhaanee kesarapuraa (raas,:,NA,dhaanee kesarapuraa raas
gamgaanagar,A006_A006207,207 8keenadee-bee,bee,bee,keenadeebee
alavar,A061_A061021,21neemaraanaa,NEEMRANA,neemrana,neemaraanaa
seekar,A038_A038109,109roopaavaas,०roopaavaas,roopaavaas,roopaavaas
suajhhunoo,A029_A029243,243deveepuraa,deveepuraa,deveepuraa,deveepuraa
joodhapur,A124_A124042,42pandithoom kaa baas,pamdithoo kaa baas,pamdithoo kaa baas,pandithoom baas
suajhhun,A025_A025029,29javaaharapuraa,javaaharapuraa,javaaharapuraa,javaaharapuraa
hanumaanagadh,A008_A008123,"123kile ke saamane, hanumaanagadh taaoon",hanumaanagadh഼,hanumaanagadh,kile saamane hanumaanagadh taaoon
baadamer,A138_A138228,228saavaradaa,saamvaradaa,saamvaradaa,saavaradaa
seekar,A039_A039076,76goomaavaalee,goomaavaalee,goomaavaalee,goomaavaalee
alavar,A061_A061149,mathadaan kendr kaa bhavan evam pathaa  :,Mundanwara Kalan,mundanwara kalan,NA
hanumaanagadh,A009_A009013,13kaanhevaalaa,kaanhevaalaa,kaanhevaalaa,kaanhevaalaa
jayapur,A040_A040132,132gulaabagadh഼,gulaabagadh഼,gulaabagadh,gulaabagadh
toumk,A096_A096039,39baravaas,baravaas,baravaas,baravaas
dousaa,A088_A088046,46kaalee pahaad഼ee,०kaalee pahaadee,kaalee pahaadee,kaalee pahaadee
h seekar,A039_A039058,58sakaraay,sakaraay,sakaraay,sakaraay
prathaapagadh,A157_A157093,93daamthaliyaa,daamthaliyaa,daamthaliyaa,daamthaliyaa
baadamer,A139_A139299,299kaagoom kee dhaanee,kaagoo kee dhaanee,kaagoo kee dhaanee,kaagoom dhaanee
h jaisalamer,A132_A132108,108AlarHle,soodhaakoor,soodhaakoor,alarhle
h seekar,A039_A039078,78sihood഼ee,sihoodee,sihoodee,sihoodee
jaalour,A144_A144165,165paraavaa,Parawa,parawa,paraavaa
h karoulee,A082_A082230,230sreemahaaveerajee,sree mahaaveer jee,sree mahaaveer jee,sreemahaaveerajee
naagour,A107_A107025,25deedavaanaa,deedavaanaa myunisapalitee,deedavaanaa myunisapalitee,deedavaanaa
raajasamand,A176_A176092,mathadaan kendr kaa bhavan evam pathaa  :,naathadvaaraa,naathadvaaraa,NA
8paalee,A116_A116128,mathadaan kendr kaa bhavan evam pathaa  :,nimaaj,nimaaj,NA
udayapur,A155_A155189,189kuraabad഼,Pas,pas,kuraabad
jaalour,A141_A141104,104oon,Oon,oon,104oon
suajhhunoo,A025_A025143,mathadaan kendr kaa bhavan evam pathaa  :,budaaniyaa,budaaniyaa,NA
jayapur,A046_A046110,110manasaaraamapuraa,mamsaaraamapuraa,mamsaaraamapuraa,manasaaraamapuraa
ajamer,A102_A102045,45mevaadiyaa,०mevaadi൦ayaa,mevaadiayaa,mevaadiyaa
dousaa,A085_A085173,173sunagaad഼ee,sunagaadee,sunagaadee,sunagaadee
prathaapagadh,A157_A157167,167simhaad഼,sihaad,sihaad,simhaad
seekar,A034_A034089,"vidhaalay, sihoot bad഼ee, (damjayaa bhaag",sihoot badee,sihoot badee,vidhaalay sihoot badee damjayaa
ajamer,A101_A101003,"3traambe stesan, hareejan basthee ajamer",ajamer (nagar nigam,ajamer nagar nigam,traambe stesan hareejan basthee ajamer
ajamer,A104_A104011,11saaraniyaa,saaraniyaa,saaraniyaa,saaraniyaa
alavar,A065_A065226,226maalaakhedaa,:,NA,maalaakhedaa
bharathapur,A071_A071030,30seekaree,Seekri Chak No.  1,seekri chak no,seekaree
jaisalamer,A133_A133127,127saamkadaa  |,saamkad഼aa,saamkadaa,saamkadaa
jayapur,A040_A040019,19raayakaranapuraa,raayakaranapuraa,raayakaranapuraa,raayakaranapuraa
udayapur,A153_A153126,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
jaisalamer,A132_A132343,343thag simh kee dhaanee thejamaalathaa,thejamaalathaa,thejamaalathaa,thag simh dhaanee thejamaalathaa
jayapur,A058_A058026,26moohabbathapuraa,moohabbathapuraa,moohabbathapuraa,moohabbathapuraa
jaalour,A142_A142038,38thaaliyaanaa,Taliyana,taliyana,thaaliyaanaa
baadamer,A138_A138060,60dhanavaa,dhanavaa,dhanavaa,dhanavaa
seekar,A033_A033054,(lakshmanagadh഼ graameen,maavaliyaa kee dhaanee,maavaliyaa kee dhaanee,lakshmanagadh graameen
naagour,A107_A107106,106khud഼ee,khudee,khudee,khudee
toumk,A094_A094269,269goolaahedaa,goolaahedaa,goolaahedaa,goolaahedaa
seekar,A034_A034121,vidyaalay samthooshapuraa,samthooshapuraa,samthooshapuraa,samthooshapuraa
joodhapur,A130_A130218,mathadaan kendr kaa bhavan evam pathaa  :,moogadaa kalaam,moogadaa kalaam,NA
jhhaalaavaad,A198_A198031,31jhhaalaavaad,jhhaalaavaad഼,jhhaalaavaad,jhhaalaavaad
savaaeemaadhoopur,A090_A090002,2bhaalapur,bhaalapur,bhaalapur,bhaalapur
jayapur,A048_A048084,84WAITS,jamavaa raamagadh഼,jamavaa raamagadh,waits
suajhhunoo,A030_A030192,192chhaapoolee,chhaapoolee,chhaapoolee,chhaapoolee
suajhhun,A026_A026162,162bhaisaavathaa kalaa,bhousaavathaa൦ kalaam,bhousaavathaa kalaam,bhaisaavathaa kalaa
h karoulee,A082_A082232,232sreemahaaveerajee,sree mahaaveer jee,sree mahaaveer jee,sreemahaaveerajee
qe,A024_A024183,183sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
hanumaanagadh,A008_A008105,mathadaan kendr kaa bhavan evam pathaa  :,hanumaanagadh഼,hanumaanagadh,NA
h baadamer,A137_A137205,205araaboo oodoo,Araba Undan,araba undan,araaboo oodoo
gamgaanagar,A005_A005168,168 12Ta FT UA,:,NA,ta ft ua
qe,A023_A023072,72rathanagadh,rathanagadh഼,rathanagadh,rathanagadh
bharathapur,A071_A071234,234raamabaag,Rambagh  (Rural  ),rambagh rural,raamabaag
prathaapagadh,A172_A172138,138raamagadh,raamagadh,raamagadh,raamagadh
bharathapur,A070_A070083,83amarookaa,Amrooka,amrooka,amarookaa
hi suajhhun,A027_A027077,77laalapur,laalapur,laalapur,laalapur
baadamer,A136_A136302,302khanood഼aa,khanood഼aa,khanoodaa,khanoodaa
jaalour,A143_A143097,97vaadaa bhaadavee,Vada Bharvi,vada bharvi,vaadaa bhaadavee
seekar,A034_A034107,"vidhaalay, gunaathoo (baamyaa bhaag",graam gunaathoo,graam gunaathoo,vidhaalay gunaathoo baamyaa
dousaa,A088_A088208,mathadaan kendr kaa bhavan evam pathaa  :,badaagaaഁav,badaagaaav,NA
h seekar,A039_A039047,47tood഼aa,toodaa,toodaa,toodaa
jayapur,A058_A058058,58didaavathaa,deedaavathaa,deedaavathaa,didaavathaa
kootaa,A192_A192085,85khedalee,khed഼alee,khedalee,khedalee
savaaeemaadhoopur,A092_A092068,68bhaadoothee,bhaadoothee,bhaadoothee,bhaadoothee
baamsavaadaa,A163_A163256,mathadaan kendr kaa bhavan evam pathaa  :,thalavaad഼aa,thalavaadaa,NA
suajhhunoo,A031_A031118,118khethad഼ee,khethadee,khethadee,khethadee
qe,A022_A022111,111chooroo,chooru,chooru,chooroo
qe,A022_A022134,134chooroo,chooru,chooru,chooroo
ajamer,A104_A104153,153Ara  2,baral dvitheey,baral dvitheey,153ara
ajamer,A098_A098101,101madanagamj,kisanagadh (n.parishad,kisanagadh nparishad,madanagamj
hanumaanagadh,A010_A010214,214jaithaasaree,०jaithaasaree,jaithaasaree,jaithaasaree
suajhhunoo,A025_A025081,81banagoothadee khurd,banagoothad഼ee khurd,banagoothadee khurd,banagoothadee khurd
amet,A196_A196117,117kumbhaa khed഼ee,Kumbha Kheri,kumbha kheri,kumbhaa khedee
h karoulee,A084_A084123,123sapootaraa chathurth bhaag,sapootaraa,sapootaraa,sapootaraa chathurth
naagour,A115_A115168,168bhoonee,bhoonee,bhoonee,bhoonee
ajamer,A101_A101151,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
seekar,A037_A037012,mathadaan kendr kaa bhavan evam pathaa  :,kootadee luhaaravaas,kootadee luhaaravaas,NA
gamgaanagar,A006_A006163,163 6emaeladee-bee,bee,bee,emaeladeebee
ajamer,A102_A102178,mathadaan kendr kaa bhavan evam pathaa  :,naseeraabaad,naseeraabaad,NA
gamgaanagar,A003_A003218,mathadaan kendr kaa bhavan evam pathaa  :,49elaeladablayoo,elaeladablayoo,NA
naagour,A111_A111206,206paachadooliyaa khurd,paamchadooliyaa khurd,paamchadooliyaa khurd,paachadooliyaa khurd
joodhapur,A130_A130212,212gudaa visvooeeyaa,gudaa൦ vislooeeyaa,gudaa vislooeeyaa,gudaa visvooeeyaa
siroohee,A146_A146063,63sivagamj-5,sivagamj,sivagamj,sivagamj
udayapur,A153_A153129,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
hanumaanagadh,A008_A008149,"149stesan rood, hanumaanagadh taaoon",hanumaanagadh഼,hanumaanagadh,stesan rood hanumaanagadh taaoon
baadamer,A137_A137134,134raamaseen,Ramseen,ramseen,raamaseen
seekar,A034_A034006,saamvaloodaa puroohithaan (bamjayaa bhaag,saavaloodaa puroohithaan,saavaloodaa puroohithaan,saamvaloodaa puroohithaan bamjayaa
ajamer,A105_A105113,113devagaamv,०dev,dev,devagaamv
suajhhun,A026_A026174,174maanapuraa,maanapuraa,maanapuraa,maanapuraa
naagour,A113_A113122,122besaroolee,०besaroolee,besaroolee,besaroolee
joodhapur,A131_A131164,164Facerstt,:,NA,facerstt
naagour,A114_A114175,175kamvalaad,kamvalaad,kamvalaad,kamvalaad
udayapur,A150_A150255,255damaanaa(peepalabaaraa,phootagadh,phootagadh,damaanaapeepalabaaraa
baadamer,A138_A138107,107frag,jinapur,jinapur,frag
savaaeemaadhoopur,A093_A093182,182badood,bad഼ood,badood,badood
bheelavaadaa,A181_A181051,51banedaa,banedaa,banedaa,banedaa
siroohee,A148_A148237,237aaburood഼  24(relave kaamloonee,aaboorood,aaboorood,aaburood relave kaamloonee
booadee,A186_A186054,54boondee,boomdee,boomdee,boondee
ajamer,A101_A101118,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
baamsavaadaa,A166_A166165,165kusalagadh഼,kusalagadh഼,kusalagadh,kusalagadh
beekaaner,A017_A017094,94sreedoomgaragadh,sree doomgaragadh഼,sree doomgaragadh,sreedoomgaragadh
suajhhunoo,A026_A026176,176laambeejaat,laambee jaat,laambee jaat,laambeejaat
jaalour,A145_A145218,218chaamdoor,Chandoor,chandoor,chaamdoor
baamsavaadaa,A162_A162059,59limboodaa,limboodaa,limboodaa,limboodaa
gamgaanagar,A005_A005167,167 14es je em bee,:,NA,es je em bee
suajhhunoo,A031_A031085,85naamgaliyaa gujaravaas,०naamgaliyaa gurajaravaas,naamgaliyaa gurajaravaas,naamgaliyaa gujaravaas
bheelavaadaa,A182_A182097,97kisanagadh,Kishangarh,kishangarh,kisanagadh
jayapur,A040_A040127,127daamthil,daamthil,daamthil,daamthil
bheelavaadaa,A178_A178256,mathadaan kendr kaa bhavan evam pathaa  :,mamdapiyaa (dhshaadhaa,mamdapiyaa dhshaadhaa,NA
naagour,A108_A108092,92chhaapad഼aa,chhaapad഼aa,chhaapadaa,chhaapadaa
hi suajhhun,A027_A027223,223indaalee,indaalee,indaalee,indaalee
joodhapur,A122_A122072,72chaaranaaee,chaaranaaee,chaaranaaee,chaaranaaee
savaaeemaadhoopur,A091_A091213,213maharaavand഼,Mahrawand,mahrawand,maharaavand
jaalour,A144_A144080,80sumtaakooee,Sunta Koi,sunta koi,sumtaakooee
suajhhun,A026_A026288,288brijapuraa,brijapuraa,brijapuraa,brijapuraa
hi suajhhun,A029_A029210,210thurkaanee joohad഼ee,०thukaanee joohadee,thukaanee joohadee,thurkaanee joohadee
seekar,A039_A039210,210ajeethagadh഼,ajeethagadh,ajeethagadh,ajeethagadh
hi suajhhun,A031_A031036,36kakaraay,०kakaraay,kakaraay,kakaraay
ajamer,A104_A104242,242goopaalapuraa,goopaalapuraa,goopaalapuraa,goopaalapuraa
naagour,A106_A106119,119hood഼aas,esta,esta,hoodaas
jayapur,A044_A044089,89moondouthee,moondouthee,moondouthee,moondouthee
toumk,A095_A095218,218sreeraajadhaanapuraa,sree raajadhaanapuraa,sree raajadhaanapuraa,sreeraajadhaanapuraa
bheelavaadaa,A181_A181108,108daabalaa,daabalaa,daabalaa,daabalaa
gamgaanagar,A006_A006099,99 3enaem (dhaabaam,० 2deeesaem,deeesaem,enaem dhaabaam
suajhhun,A027_A027060,60AAT,jhhujhhanoom,jhhujhhanoom,60aat
h jaalour,A143_A143268,268bithan,Bithan,bithan,bithan
udayapur,A151_A151030,30gatharaalee,gatharaalee,gatharaalee,gatharaalee
alavar,A062_A062233,233mousamapur,gaamv  ०mousamapur kaamkaraa,gaamv mousamapur kaamkaraa,mousamapur
baamsavaadaa,A164_A164036,36vaagathalaab,vaagathaalaab,vaagathaalaab,vaagathalaab
8toumk,A096_A096108,108toomk,toomk,toomk,toomk
udayapur,A152_A152222,222alaseegadh,alaseegadh,alaseegadh,alaseegadh
paalee,A120_A120199,199laataadaa,laataadaa,laataadaa,laataadaa
raajasamand,A175_A175113,113kaamkaroolee  (baayaa bhaag  ),raajasamand,raajasamand,kaamkaroolee baayaa
hi bharathapur,A070_A070069,69raayabakaa,Rayavka,rayavka,raayabakaa
beekaaner,A013_A013033,"puraanee chugee chou?kee gajaner rood,",beekaaner,beekaaner,puraanee chugee choukee gajaner rood
suajhhunoo,A031_A031134,134jasaraapur,jasaraapur,jasaraapur,jasaraapur
bharathapur,A071_A071076,76facaett,Sirthali,sirthali,facaett
joodhapur,A126_A126242,mathadaan kendr kaa bhavan evam pathaa  :,raamadaavaas kalaa,raamadaavaas kalaa,NA
jaalour,A143_A143101,101kukaa,Kooka,kooka,kukaa
